fecha,hora,partido,bookmaker_api,bookmaker_betano,pick,market_original,key,probabilidad,prob_num,cuota_justa,cuota_api,ev_api,ev_api_num,dif_api_vs_justa,ratio_api_vs_justa,cuota_betano,ev_betano,ev_betano_num,dif_betano_vs_justa,ratio_betano_vs_justa,estado_api,estado_betano,perfil_pick,prioridad_mercado,score,score_num,alerta_valor,cobertura_betano,confianza,fuente,razon,riesgo,betano_url,modelo_base,fuente_local,partidos_local,goles_favor_local,goles_contra_local,ultimos_local,fuente_visita,partidos_visita,goles_favor_visita,goles_contra_visita,ultimos_visita
2026-09-19,18:30,Vasco DA Gama vs Coritiba,William Hill,Betano,Goles +1.5,TOTALS OVER.1.5,TOTALS:OVER_1_5,77.5%,0.774900,1.29,2.10,0.63,0.627400,0.81,1.63,1.30,0.01,0.007400,0.01,1.01,EV positivo,EV positivo Betano,Seguro,10,151.90,151.904000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,Visita goles +0.5,TEAM_TOTAL_AWAY OVER.0.5,TEAM_TOTAL_AWAY:OVER_0_5,77.1%,0.770900,1.30,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,93.09,93.088000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,Local tarjetas +1.5,CARDS_HOME OVER.1.5,CARDS_HOME:OVER_1_5,76.9%,0.768900,1.30,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,79.89,79.892000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,Corners total +8.5,CORNERS_TOTALS OVER.8.5,CORNERS_TOTALS:OVER_8_5,76.8%,0.768000,1.30,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,6,106.80,106.801000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,Visita corners -5.5,CORNERS_AWAY UNDER.5.5,CORNERS_AWAY:UNDER_5_5,75.3%,0.753100,1.33,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,91.31,91.314000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,DOUBLE_CHANCE 12,DOUBLE_CHANCE 12,DOUBLE_CHANCE:12,75.0%,0.749500,1.33,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,9,119.95,119.947000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,Local goles +0.5,TEAM_TOTAL_HOME OVER.0.5,TEAM_TOTAL_HOME:OVER_0_5,74.4%,0.743900,1.34,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,90.39,90.390000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,Visita tarjetas -2.5,CARDS_AWAY UNDER.2.5,CARDS_AWAY:UNDER_2_5,73.1%,0.730600,1.37,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,76.06,76.062000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,Local tarjetas -3.5,CARDS_HOME UNDER.3.5,CARDS_HOME:UNDER_3_5,69.2%,0.691900,1.45,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,72.19,72.194000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,Tarjetas total -5.5,CARDS_TOTALS UNDER.5.5,CARDS_TOTALS:UNDER_5_5,68.6%,0.685800,1.46,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,3,76.58,76.576000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,William Hill,Betano,Goles -3.5,TOTALS UNDER.3.5,TOTALS:UNDER_3_5,68.4%,0.684000,1.46,1.04,-0.29,-0.288700,-0.42,0.71,1.36,-0.07,-0.069800,-0.10,0.93,EV negativo,EV negativo Betano,Evitar,10,101.08,101.083000,Cuota por debajo de la cuota justa: valor limitado,Betano mapeado,Media,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,Tarjetas total +3.5,CARDS_TOTALS OVER.3.5,CARDS_TOTALS:OVER_3_5,67.4%,0.674300,1.48,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,3,75.43,75.429000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,Local corners +5.5,CORNERS_HOME OVER.5.5,CORNERS_HOME:OVER_5_5,67.3%,0.673000,1.49,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,83.30,83.302000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,SHOTS_ON_TARGET_TOTAL OVER.8.5,SHOTS_ON_TARGET_TOTAL OVER.8.5,SHOTS_ON_TARGET_TOTAL:OVER_8_5,66.7%,0.667200,1.50,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,69.72,69.718000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,Betano,Corners total +9.5,CORNERS_TOTALS OVER.9.5,CORNERS_TOTALS:OVER_9_5,66.0%,0.659500,1.52,,,,,,1.67,0.10,0.101400,0.15,1.10,Sin cuota/EV,EV positivo Betano,Solo modelo,6,105.57,105.571000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,DOUBLE_CHANCE X2,DOUBLE_CHANCE X2,DOUBLE_CHANCE:X2,65.0%,0.650400,1.54,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,9,110.03,110.035000,,Betano mapeado,Media,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,Local goles -1.5,TEAM_TOTAL_HOME UNDER.1.5,TEAM_TOTAL_HOME:UNDER_1_5,60.5%,0.604900,1.65,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,76.49,76.494000,,Betano mapeado,Media,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,Visita corners +3.5,CORNERS_AWAY OVER.3.5,CORNERS_AWAY:OVER_3_5,60.5%,0.604600,1.65,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,76.46,76.460000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,DOUBLE_CHANCE 1X,DOUBLE_CHANCE 1X,DOUBLE_CHANCE:1X,60.0%,0.600200,1.67,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,9,105.02,105.017000,,Betano mapeado,Media,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,,Visita corners -4.5,CORNERS_AWAY UNDER.4.5,CORNERS_AWAY:UNDER_4_5,59.0%,0.589800,1.70,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,74.98,74.983000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
2026-09-19,18:30,Vasco DA Gama vs Coritiba,,Betano,Corners total -11.5,CORNERS_TOTALS UNDER.11.5,CORNERS_TOTALS:UNDER_11_5,57.9%,0.579300,1.73,,,,,,1.40,-0.19,-0.189000,-0.33,0.81,Sin cuota/EV,EV negativo Betano,Solo modelo,6,92.90,92.903000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-coritiba-pr/92075456/,torneo actual,torneo actual,26,29.0,41.0,2026-09-12 · Serie A · Gremio 1-2 Vasco DA Gama (G); 2026-09-05 · Serie A · Fluminense 1-0 Vasco DA Gama (P); 2026-08-29 · Serie A · Vasco DA Gama 3-1 Cruzeiro (G); 2026-08-23 · Serie A · Palmeiras 4-1 Vasco DA Gama (P); 2026-08-16 · Serie A · Vasco DA Gama 0-3 Santos (P),torneo actual,27,37.0,38.0,2026-09-11 · Serie A · Coritiba 3-3 Atletico Paranaense (E); 2026-09-06 · Serie A · Coritiba 1-2 Mirassol (P); 2026-08-31 · Serie A · Remo 2-3 Coritiba (G); 2026-08-23 · Serie A · Coritiba 2-1 Corinthians (G); 2026-08-15 · Serie A · Sao Paulo 1-1 Coritiba (E)
